DATAFLOW,LAST UPDATE,freq,unit,language,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2012,1.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2013,1.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2014,1.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2015,2.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2016,2.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2017,2.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2018,2.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2019,2.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2020,2.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,LV,2021,1.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2013,50.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2014,47.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2015,47.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2016,46.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2017,44.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2018,42.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2019,41.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2020,38.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MK,2021,37.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2013,35.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2014,34.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2015,32.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2016,33.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2017,31.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2018,28.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2019,29.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2020,28.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,MT,2021,28.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2013,57.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2014,57.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2015,55.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2016,55.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2017,55.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2018,55.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2019,55.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2020,55.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NL,2021,64.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2013,14.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2014,13.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2015,13.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2016,12.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2017,11.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2018,10.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2019,10.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2020,10.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,NO,2021,10.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2013,3.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2014,3.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2015,3.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2016,3.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2017,3.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2018,2.9,e
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2019,2.4,e
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2020,1.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PL,2021,1.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2012,57.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2013,63.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2014,64.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2015,66.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2016,69.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2017,69.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2018,70.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2019,69.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2020,71.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,PT,2021,72.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2012,85.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2013,85.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2014,84.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2015,83.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2016,83.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2017,82.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2018,82.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2019,81.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2020,80.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RO,2021,80.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,RS,2017,28.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2013,15.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2014,15.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2015,15.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2016,15.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2017,15.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2018,14.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2019,14.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2020,14.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SE,2021,14.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2013,3.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2014,2.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2015,2.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2016,2.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2017,1.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2018,1.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2019,1.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2020,1.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SI,2021,1.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2013,2.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2014,2.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2015,2.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2016,1.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2017,1.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2018,1.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2019,1.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2020,1.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED2,SK,2021,0.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2012,19.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2013,18.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2014,19.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2015,19.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2016,18.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2017,17.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2018,16.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2019,15.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2020,15.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,AT,2021,13.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BA,2020,2.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2013,51.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2014,52.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2015,47.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2016,50.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2017,48.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2018,50.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2019,51.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2020,52.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE,2021,52.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2013,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2014,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2015,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2016,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2017,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2018,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2019,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_FRA,2020,,z
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2013,93.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2014,93.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2015,81.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2016,89.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2017,87.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2018,94.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2019,94.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2020,94.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BE_VLA,2021,94.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2013,10.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2014,9.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2015,9.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2016,8.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2017,8.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2018,7.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2019,7.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2020,7.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,BG,2021,8.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2013,33.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2014,33.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2015,32.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2016,33.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2017,28.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2018,24.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2019,24.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2020,25.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CY,2021,24.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2013,5.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2014,5.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2015,5.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2016,4.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2017,4.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2018,4.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2019,3.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2020,3.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,CZ,2021,3.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2012,14.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2013,13.1,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2014,12.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2015,12.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2016,12.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2017,13.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2018,11.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2019,11.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2020,10.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DE,2021,10.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2012,4.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2013,8.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2014,8.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2015,8.7,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2016,5.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2017,5.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2018,5.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2019,5.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2020,5.1,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,DK,2021,4.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2013,4.8,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2014,5.0,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2015,5.0,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2016,4.6,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2017,3.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2018,3.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2019,3.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2020,3.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EE,2021,3.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2013,4.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2014,3.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2015,3.1,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2016,3.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2017,3.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2018,4.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2019,3.3,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2020,3.8,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EL,2021,21.9,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2013,22.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2014,22.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2015,18.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2016,18.5,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2017,19.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2018,18.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2019,17.8,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2020,18.0,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,ES,2021,17.6,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2013,20.4,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2014,20.3,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2015,20.0,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2016,18.7,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2017,20.0,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2018,18.5,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2019,18.4,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2020,18.9,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU27_2020,2021,19.0,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU28,2017,20.1,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,EU28,2018,19.4,d
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,FI,2013,6.2,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,FI,2014,5.9,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,FI,2015,5.7,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,FI,2016,5.4,
ESTAT:EDUC_UOE_LANG01(1.0),05/06/23 11:00:00,A,PC,FRE,ED3,FI,2017,5.4,
